responseid,distributionchannel,q43,social_media_use,how_often_1,how_often_2,how_often_3,how_often_4,how_often_5,how_often_6,how_often_7,how_often_8,how_often_9,how_often_10,how_often_11,tweets_public,insta_public,researchers_1,researchers_2,researchers_3,researchers_4,researchers_5,researchers_6,researchers_7,researchers_8,researchers_9,researchers_10,researchers_11,researchers_12,researchers_13,researchers_14,researchers_15,researchers_16,researchers_17,researchers_18,researchers_19,researchers_20,sm_companies_1,sm_companies_2,sm_companies_3,sm_companies_4,sm_companies_5,sm_companies_6,sm_companies_7,sm_companies_8,sm_companies_9,sm_companies_10,sm_companies_11,sm_companies_12,sm_companies_13,sm_companies_14,sm_companies_15,sm_companies_16,sm_companies_17,sm_companies_18,sm_companies_19,sm_companies_20,journalists_1,journalists_2,journalists_3,journalists_4,journalists_5,journalists_6,journalists_7,journalists_8,journalists_9,journalists_10,journalists_11,journalists_12,journalists_13,journalists_14,journalists_15,journalists_16,sometimes,sometimes_text,digital_privacy_1,digital_privacy_2,digital_privacy_3,digital_privacy_4,social_science,data_archive_1,data_archive_2,data_archive_3,data_archive_4,data_archive_5,secure_archive,anonymous_archive,concern-misuse,concern-harm,age,gender_identity_1,gender_identity_2,gender_identity_3,gender_identity_4,gender_identity_5,gender_identity_6,sexual_orientation_1,sexual_orientation_2,sexual_orientation_3,sexual_orientation_4,sexual_orientation_5,race_ethnicity_1,race_ethnicity_2,race_ethnicity_3,race_ethnicity_4,race_ethnicity_5,race_ethnicity_6,race_ethnicity_7,race_ethnicity_8,race_ethnicity_9,education,income,sensitivity_1,sensitivity_2,sensitivity_3,sensitivity_4,sensitivity_5,sensitivity_6,sensitivity_7,sensitivity_8,sensitivity_9,sensitivity_10,sensitivity_11,sensitivity_12,sensitivity_13,sensitivity_14,sensitivity_15,sensitivity_16,trust_1,trust_2,trust_3,trust_4,trust_5,trust_6,privacy_behaviors_1,privacy_behaviors_2,privacy_behaviors_3,privacy_behaviors_4,privacy_behaviors_5,privacy_behaviors_6,privacy_behaviors_7
R_emIbisLchcDdhyF,anonymous,Yes,Yes,Several Times a Day,Several Times a Day,Several Times a Day,A Few Times a Week,A Few Times a Week,About Once a Day,About Once a Day,Every Few Weeks,A Few Times a Week,Several Times a Day,Several Times a Day,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,I'm not sure.,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,I'm not sure.,No,No,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,No,no idea,Agree,Neither Agree Nor Disagree,Neither Agree Nor Disagree,Agree,Neither agree nor disagree,Neither important nor unimportant,Important,Important,Important,Important,Bad idea,I'm not sure,Slightly Unconcerned,Slightly Concerned,35 - 44,0,Man,0,0,0,0,0,0,0,Prefer not to answer,0,0,0,0,0,0,0,White,0,0,"Bachelor's degree (For example: BA, AB, BS)","$50,000 - $59,999",5,8,7,Very Sensitive 10,Very Sensitive 10,6,4,6,4,4,4,8,9,8,6,5,3,5,5,4,3,5,Sometimes,Never,Never,Sometimes,Sometimes,Never,Always
R_2YJ0ESzy0KRHgpV,anonymous,Yes,Yes,Don't use at all,Less Often,Don't use at all,Don't use at all,Don't use at all,Several Times a Day,Less Often,Don't use at all,Several Times a Day,Don't use at all,Several Times a Day,I'm not sure,No,Yes,I'm not sure.,No,I'm not sure.,I'm not sure.,I'm not sure.,I'm not sure.,No,No,Yes,Yes,No,Yes,No,I'm not sure.,No,No,Yes,No,No,Yes,I'm not sure.,Yes,I'm not sure.,I'm not sure.,I'm not sure.,I'm not sure.,I'm not sure.,No,Yes,No,No,No,No,No,I'm not sure.,No,I'm not sure.,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,It depends on the company or institution using the data. I trust some more than others.,Agree,Agree,Agree,Agree,Disagree,Important,Important,Important,Important,Important,Bad idea,Bad idea,Moderately Concerned,Moderately Concerned,25 - 34,0,Man,0,0,0,0,0,Heterosexual (straight),0,0,0,0,0,Black or African American,0,0,0,0,0,0,"Bachelor's degree (For example: BA, AB, BS)","$20,000 - $29,999",7,3,Very Sensitive 10,Very Sensitive 10,Very Sensitive 10,Very Sensitive 10,7,4,2,2,4,Very Sensitive 10,Very Sensitive 10,Very Sensitive 10,5,3,4,4,5,2,No trust at all - 1,No trust at all - 1,Sometimes,Never,Never,Always,Sometimes,Sometimes,Always
R_1jxJugKi92Z6uUM,anonymous,Yes,Yes,Several Times a Day,Several Times a Day,Several Times a Day,Several Times a Day,Several Times a Day,Several Times a Day,Several Times a Day,Several Times a Day,Several Times a Day,Several Times a Day,Several Times a Day,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,sometimes,Neither Agree Nor Disagree,Agree,Agree,Agree,Agree,Important,Important,Important,Important,Important,Good idea,Good idea,Extremely Concerned,Extremely Concerned,35 - 44,0,Man,0,0,0,0,0,0,Bisexual,0,0,0,0,0,0,0,0,White,0,0,"Bachelor's degree (For example: BA, AB, BS)","$90,000 - $99,999",Very Sensitive 10,Very Sensitive 10,7,Very Sensitive 10,8,7,6,4,9,4,5,6,7,Very Sensitive 10,6,7,Complete Trust - 7,6,Complete Trust - 7,6,Complete Trust - 7,Complete Trust - 7,Always,Always,Always,Always,Always,Always,Always
R_ST7dDh5cCa7Mvbr,anonymous,Yes,Yes,A Few Times a Week,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,sometimes,Agree,Agree,Agree,Agree,Agree,Important,Important,Important,Important,Important,Good idea,Good idea,Moderately Concerned,Moderately Concerned,25 - 34,0,Man,0,0,0,0,0,0,Bisexual,0,0,0,0,0,0,0,0,White,0,0,"Bachelor's degree (For example: BA, AB, BS)","$40,000 - $49,999",6,8,7,8,9,8,9,5,8,7,8,8,8,8,8,7,6,6,6,6,6,6,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes
R_UXQU9bSJfPa3pjb,anonymous,Yes,Yes,Several Times a Day,Less Often,A Few Times a Week,Don't use at all,Don't use at all,Several Times a Day,Don't use at all,Don't use at all,Less Often,Don't use at all,Less Often,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,I'm not sure.,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,No,I'm not sure.,No,No,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,"Not applicable, I didn't find myself wanting to say that, I had pretty clear cut responses",Agree,Agree,Agree,Agree,Disagree,Important,Important,Important,Important,Not important,Bad idea,Bad idea,Slightly Concerned,Slightly Concerned,45 - 54,0,Man,0,0,0,0,0,Heterosexual (straight),0,0,0,0,0,0,0,0,0,White,0,0,"Master's degree (For example: MA, MS)","$100,000 - $149,999",9,7,7,Very Sensitive 10,Very Sensitive 10,7,3,Not Sensitive 1,2,4,Not Sensitive 1,6,Very Sensitive 10,5,Very Sensitive 10,4,5,4,5,5,4,3,Sometimes,Sometimes,Sometimes,Always,Sometimes,Sometimes,Always
R_10CTirxV84BjyYF,anonymous,Yes,Yes,Several Times a Day,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,sometimes,Neither Agree Nor Disagree,Agree,Neither Agree Nor Disagree,Agree,Agree,Important,Important,Important,Important,Important,Good idea,Good idea,Extremely Unconcerned,Extremely Unconcerned,35 - 44,0,Man,0,0,0,0,0,Heterosexual (straight),0,0,0,0,0,0,0,0,0,White,0,0,"Bachelor's degree (For example: BA, AB, BS)","$90,000 - $99,999",2,3,2,2,2,2,2,2,4,2,3,2,3,3,2,3,2,5,3,3,2,4,Sometimes,Always,Always,Always,Always,Never,Sometimes
R_2afqgahzfnFZQsM,anonymous,Yes,Yes,About Once a Day,Don't use at all,Don't use at all,Don't use at all,Every Few Weeks,A Few Times a Week,Don't use at all,About Once a Day,Every Few Weeks,Don't use at all,About Once a Day,Yes,,Yes,Yes,Yes,I'm not sure.,I'm not sure.,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,I'm not sure.,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,Yes,No,No,No,Yes,Yes,No,Yes,"like for journalists, maybe its election time and using my post for voter data would be fine. But if its not even close to election then I dont see the reason to use it. It would all depend on timing and whats going on in the country at the time for journalists to use your info",Disagree,Disagree,Disagree,Disagree,Disagree,Not important,Not important,Important,Important,Important,I'm not sure,Good idea,Moderately Unconcerned,Moderately Unconcerned,45 - 54,Woman,0,0,0,0,0,0,Heterosexual (straight),0,0,0,0,0,0,0,0,0,White,0,0,Associate degree,"$20,000 - $29,999",Not Sensitive 1,Very Sensitive 10,8,7,Very Sensitive 10,3,3,Not Sensitive 1,Not Sensitive 1,Not Sensitive 1,Not Sensitive 1,Not Sensitive 1,4,8,9,2,3,3,6,6,5,4,Sometimes,Sometimes,Sometimes,Always,Sometimes,Sometimes,Sometimes
R_2XheKwdb7g37hMf,anonymous,Yes,Yes,About Once a Day,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,Yes,Yes,No,No,No,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,No,I'm not sure.,Yes,No,No,Yes,No,Yes,I'm not sure.,Yes,No,No,No,I'm not sure.,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes,I'm not sure.,No,Yes,No,Yes,No,Yes,I'm not sure.,Yes,Yes,No,No,no,Neither Agree Nor Disagree,Agree,Agree,Neither Agree Nor Disagree,Agree,Neither important nor unimportant,Not important,Not important,Neither important nor unimportant,Not important,Bad idea,Bad idea,Slightly Unconcerned,Moderately Unconcerned,35 - 44,0,Man,0,0,0,0,0,Heterosexual (straight),0,0,0,0,0,0,0,0,0,White,0,0,Some college but no degree,"$30,000 - $39,999",-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,6,-99,-99,-99,-99,5,4,3,3,6,3,Always,Never,Sometimes,Sometimes,Sometimes,Sometimes,Always
R_1CgrgNQ6jokmc1P,anonymous,Yes,Yes,About Once a Day,About Once a Day,Several Times a Day,Less Often,Less Often,About Once a Day,Less Often,Less Often,Less Often,Several Times a Day,Several Times a Day,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,It really depends on the purpose of collecting such information,Agree,Disagree,Disagree,Disagree,Neither agree nor disagree,Important,Important,Important,Important,Important,Good idea,Bad idea,Slightly Concerned,Slightly Concerned,35 - 44,0,Man,0,0,0,0,0,Heterosexual (straight),0,0,0,0,0,0,0,0,0,White,0,0,"Master's degree (For example: MA, MS)","$50,000 - $59,999",8,8,5,9,9,9,6,5,5,5,5,9,8,8,8,5,4,5,6,4,3,4,Never,Never,Always,Sometimes,Never,Never,Never
R_11j4OmVBqFWiA1y,anonymous,Yes,Yes,Several Times a Day,About Once a Day,Several Times a Day,About Once a Day,Several Times a Day,About Once a Day,Several Times a Day,About Once a Day,Several Times a Day,About Once a Day,About Once a Day,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes, with a noun or noun phrase,Agree,Agree,Agree,Agree,Agree,Important,Important,Important,Important,Important,Good idea,Good idea,Moderately Concerned,Extremely Concerned,35 - 44,0,Man,0,0,0,0,0,Heterosexual (straight),0,0,0,0,0,0,0,0,0,White,0,0,"Bachelor's degree (For example: BA, AB, BS)","$50,000 - $59,999",8,8,9,7,8,8,7,8,7,9,8,9,9,9,7,9,6,Complete Trust - 7,6,5,6,5,Always,Sometimes,Sometimes,Sometimes,Always,Always,Always
R_2rqoVT5hPEQ96dE,anonymous,Yes,Yes,Less Often,Don't use at all,Don't use at all,Less Often,A Few Times a Week,Several Times a Day,Don't use at all,Don't use at all,Every Few Weeks,Don't use at all,Several Times a Day,No,,Yes,Yes,No,Yes,Yes,Yes,Yes,No,I'm not sure.,Yes,No,No,I'm not sure.,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,I'm not sure.,Yes,No,No,No,Yes,Yes,Yes,No,I'm not sure.,No,Yes,Yes,Yes,No,Yes,No,No,Yes,No,No,No,No,Yes,Yes,I'm not sure.,Yes,No,Yes,"Context of how the data is being used is important. Like information used to decide if you're going to harm yourself could be used by a social media company to identify people that need help or to sell them self help products. The first would be a positive use of the information, the latter would be a negative use.",Agree,Agree,Agree,Agree,Disagree,Important,Neither important nor unimportant,Important,Neither important nor unimportant,Important,Bad idea,Bad idea,Extremely Concerned,Extremely Concerned,35 - 44,Woman,0,0,0,0,0,0,0,Bisexual,0,0,0,0,0,0,0,0,White,0,0,"Bachelor's degree (For example: BA, AB, BS)","$50,000 - $59,999",7,5,9,9,7,5,8,6,3,9,6,9,Very Sensitive 10,8,Very Sensitive 10,8,No trust at all - 1,3,6,No trust at all - 1,No trust at all - 1,No trust at all - 1,Sometimes,Sometimes,Sometimes,Always,Sometimes,Sometimes,Always
R_1MKYz8WVNq7xrGm,anonymous,Yes,Yes,Several Times a Day,About Once a Day,A Few Times a Week,Every Few Weeks,A Few Times a Week,About Once a Day,A Few Times a Week,Several Times a Day,About Once a Day,Several Times a Day,Several Times a Day,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,Yes,No,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No,No,Yes,No,Yes,No,Yes,Yes,Yes,I learn more about.,Agree,Agree,Neither Agree Nor Disagree,Agree,Agree,Neither important nor unimportant,Important,Important,Important,Neither important nor unimportant,Good idea,Good idea,Extremely Concerned,Moderately Concerned,35 - 44,Woman,0,0,0,0,0,0,Heterosexual (straight),0,0,0,0,0,0,0,0,0,White,0,0,"Master's degree (For example: MA, MS)","$50,000 - $59,999",9,9,8,9,Very Sensitive 10,Very Sensitive 10,8,8,Very Sensitive 10,Very Sensitive 10,9,Very Sensitive 10,9,Very Sensitive 10,8,8,Complete Trust - 7,6,Complete Trust - 7,Complete Trust - 7,Complete Trust - 7,6,Always,Always,Always,Sometimes,Sometimes,Always,Sometimes
R_2OJgrsFaPXPQnn2,anonymous,Yes,Yes,About Once a Day,About Once a Day,Several Times a Day,About Once a Day,A Few Times a Week,A Few Times a Week,About Once a Day,About Once a Day,About Once a Day,Several Times a Day,Several Times a Day,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,No,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,sometimes,Agree,Agree,Agree,Agree,Agree,Neither important nor unimportant,Important,Important,Important,Important,Good idea,Good idea,Slightly Concerned,Neither Concerned nor Unconcerned,25 - 34,0,Man,0,0,0,0,0,Heterosexual (straight),0,0,0,0,0,0,0,0,0,White,0,0,"Bachelor's degree (For example: BA, AB, BS)","$40,000 - $49,999",5,4,5,5,5,3,4,5,5,5,5,5,4,4,4,3,4,4,4,4,4,4,Always,Sometimes,Sometimes,Always,Sometimes,Always,Always
R_3jfaVI3V2IGn1dk,anonymous,Yes,Yes,Every Few Weeks,A Few Times a Week,Every Few Weeks,Don't use at all,Less Often,About Once a Day,Don't use at all,Don't use at all,About Once a Day,About Once a Day,Several Times a Day,Yes,No,Yes,I'm not sure.,No,I'm not sure.,I'm not sure.,I'm not sure.,Yes,No,No,Yes,No,Yes,No,No,I'm not sure.,I'm not sure.,No,I'm not sure.,I'm not sure.,Yes,No,No,No,I'm not sure.,I'm not sure.,I'm not sure.,I'm not sure.,No,No,No,No,No,No,No,I'm not sure.,No,No,No,No,No,No,No,No,No,I'm not sure.,No,No,No,No,No,No,No,No,No,No,No,Yes,It always depends on the situation because every scenario and event is nuanced and would ideally require more scrutiny and thought.,Agree,Agree,Agree,Agree,Neither agree nor disagree,Important,Important,Important,Important,Important,I'm not sure,I'm not sure,Slightly Concerned,Slightly Concerned,25 - 34,0,0,0,0,Prefer not to answer,0,0,Heterosexual (straight),0,0,0,0,0,0,0,0,0,0,Prefer not to answer,0,"Bachelor's degree (For example: BA, AB, BS)","$30,000 - $39,999",Very Sensitive 10,Very Sensitive 10,Very Sensitive 10,Very Sensitive 10,Very Sensitive 10,Very Sensitive 10,9,6,6,2,2,9,Very Sensitive 10,Very Sensitive 10,9,5,2,4,6,2,No trust at all - 1,No trust at all - 1,Always,Sometimes,Sometimes,Always,Sometimes,Sometimes,Always
R_0OfgRuHt1CXdSud,anonymous,Yes,Yes,Several Times a Day,Several Times a Day,Several Times a Day,Several Times a Day,Several Times a Day,Several Times a Day,Several Times a Day,Several Times a Day,Several Times a Day,Several Times a Day,About Once a Day,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,I'm not sure.,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,I'm not sure.,Yes,Yes,Situation,Agree,Agree,Neither Agree Nor Disagree,Agree,Agree,Important,Important,Neither important nor unimportant,Important,Important,Good idea,Good idea,Extremely Concerned,Extremely Concerned,25 - 34,0,Man,0,0,0,0,0,Heterosexual (straight),0,0,0,0,0,0,0,0,0,White,0,0,"Bachelor's degree (For example: BA, AB, BS)","$50,000 - $59,999",8,7,6,8,7,5,6,7,6,6,7,5,8,8,7,7,Complete Trust - 7,6,5,6,5,Complete Trust - 7,Sometimes,Always,Sometimes,Always,Never,Sometimes,Always
R_1oCmympELYJMDCt,anonymous,Yes,Yes,Every Few Weeks,Less Often,A Few Times a Week,Several Times a Day,About Once a Day,Several Times a Day,About Once a Day,Several Times a Day,About Once a Day,Several Times a Day,Every Few Weeks,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,I WAS USED SOMETIMES,Neither Agree Nor Disagree,Agree,Neither Agree Nor Disagree,Agree,Agree,Important,Neither important nor unimportant,Important,Neither important nor unimportant,Important,Good idea,Good idea,Slightly Concerned,Moderately Concerned,25 - 34,0,Man,0,0,0,0,0,Heterosexual (straight),0,0,0,0,0,0,0,0,0,White,0,0,"Bachelor's degree (For example: BA, AB, BS)","$40,000 - $49,999",9,6,8,6,6,9,6,8,8,7,8,7,5,4,6,6,5,6,5,6,5,6,Always,Sometimes,Always,Always,Always,Sometimes,Sometimes
R_2ZIghrxZLFfEBuU,anonymous,Yes,Yes,Several Times a Day,Several Times a Day,Less Often,Every Few Weeks,Every Few Weeks,Less Often,Less Often,Less Often,About Once a Day,Several Times a Day,About Once a Day,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,sometimes,Neither Agree Nor Disagree,Agree,Neither Agree Nor Disagree,Disagree,Neither agree nor disagree,Neither important nor unimportant,Neither important nor unimportant,Neither important nor unimportant,Not important,Neither important nor unimportant,Good idea,Good idea,Neither Concerned nor Unconcerned,Moderately Unconcerned,35 - 44,0,Man,0,0,0,0,0,Heterosexual (straight),0,0,0,0,0,0,0,0,0,White,0,0,"Bachelor's degree (For example: BA, AB, BS)","$90,000 - $99,999",Very Sensitive 10,-99,Not Sensitive 1,4,6,Not Sensitive 1,Not Sensitive 1,5,8,7,7,8,4,Very Sensitive 10,5,7,6,5,6,5,5,6,Sometimes,Sometimes,Sometimes,Never,Sometimes,Sometimes,Never
R_3oz3NFEnvuoldwg,anonymous,Yes,Yes,About Once a Day,Several Times a Day,Every Few Weeks,A Few Times a Week,Every Few Weeks,Several Times a Day,Several Times a Day,Don't use at all,Every Few Weeks,Don't use at all,A Few Times a Week,No,No,Yes,No,No,No,No,No,No,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,Yes,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,Yes,No,No,Yes,No,No,No,No,No,No,Yes,"I do not trust social media companies so I did not want to share a lot of information. If academic organizations use my data for valid information that can better a situation or help society then I would allow that. As far as journalists, I do not trust many of them and was particular about what I share. I will never share my location or information that may be personal such as purchases.  ",Agree,Agree,Agree,Agree,Disagree,Important,Important,Important,Neither important nor unimportant,Important,Bad idea,Bad idea,Extremely Concerned,Extremely Concerned,55 - 64,Woman,0,0,0,0,0,0,Heterosexual (straight),0,0,0,0,0,0,0,0,0,White,0,0,"Master's degree (For example: MA, MS)","More than $150,000",Very Sensitive 10,9,Very Sensitive 10,Very Sensitive 10,Very Sensitive 10,Very Sensitive 10,5,6,7,8,7,Very Sensitive 10,Very Sensitive 10,Very Sensitive 10,Very Sensitive 10,8,6,No trust at all - 1,4,5,2,No trust at all - 1,Sometimes,Sometimes,Sometimes,Always,Always,Always,Always
R_Av5p6K9AuMQ0vKh,anonymous,Yes,Yes,Less Often,Don't use at all,Less Often,Don't use at all,Don't use at all,About Once a Day,Don't use at all,Don't use at all,Every Few Weeks,Don't use at all,Several Times a Day,No,,I'm not sure.,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,I'm not sure.,Yes,Yes,I'm not sure.,I'm not sure.,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,I'm not sure.,Yes,Yes,No,No,Yes,Yes,"Is the data public, and could it be traced back to the specific user or just aggragated?",Agree,Agree,Agree,Agree,Disagree,Important,Important,Important,Important,Important,Good idea,Good idea,Moderately Concerned,Moderately Concerned,25 - 34,0,Man,0,0,0,0,0,Heterosexual (straight),0,0,0,0,0,Black or African American,0,0,0,0,0,0,"Master's degree (For example: MA, MS)","$20,000 - $29,999",Not Sensitive 1,Not Sensitive 1,4,5,Not Sensitive 1,Not Sensitive 1,Not Sensitive 1,Not Sensitive 1,Not Sensitive 1,Not Sensitive 1,Not Sensitive 1,Not Sensitive 1,Not Sensitive 1,Not Sensitive 1,Not Sensitive 1,Not Sensitive 1,4,3,5,2,3,4,Sometimes,Sometimes,Sometimes,Sometimes,Always,Always,Never
R_3exavgL0TKBFzi9,anonymous,Yes,Yes,A Few Times a Week,Several Times a Day,Every Few Weeks,About Once a Day,A Few Times a Week,A Few Times a Week,About Once a Day,About Once a Day,Several Times a Day,Several Times a Day,Several Times a Day,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,No,No,Yes,No,Yes,Yes,No,Yes,Yes,No,No,Yes,No,No,Yes,Yes,No,Yes,No,No,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,NONE ,Neither Agree Nor Disagree,Agree,Neither Agree Nor Disagree,Agree,Agree,Not important,Neither important nor unimportant,Neither important nor unimportant,Important,Neither important nor unimportant,Good idea,Good idea,Slightly Concerned,Moderately Concerned,18 - 24,0,Man,0,0,0,0,0,Heterosexual (straight),0,0,0,0,0,0,0,0,0,White,0,0,"Master's degree (For example: MA, MS)","$80,000 - $89,999",4,3,4,4,4,4,5,3,5,5,5,4,3,3,5,3,4,2,4,5,5,5,Sometimes,Always,Sometimes,Always,Sometimes,Sometimes,Always
R_YSsEzkB6xd9W1xf,anonymous,Yes,Yes,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,About Once a Day,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,sometimes,Agree,Neither Agree Nor Disagree,Agree,Neither Agree Nor Disagree,Agree,Important,Important,Important,Important,Important,Good idea,Good idea,Extremely Concerned,Slightly Concerned,35 - 44,0,Man,0,0,0,0,0,0,Bisexual,0,0,0,0,0,0,0,0,White,0,0,"Bachelor's degree (For example: BA, AB, BS)","$50,000 - $59,999",7,8,6,7,6,6,6,6,8,5,6,4,5,7,5,7,3,5,4,5,6,5,Always,Sometimes,Sometimes,Sometimes,Always,Always,Always
